ID,Cell_type,Brain_region,Trough_Peak_latency,ACG_tau_decay,ACG_tau_rise,Peak_asymmetry,Burst_index,RF_violation
236,Wide Interneuron,MOs,0.566666666666667,6.30984998884977,6.34256044347869,0.947967860656289,0.548465924518056,0.229436732820925
237,Wide Interneuron,MOs,0.833333333333333,6.41150125782139,8.8437372620831,-0.292038312984675,0.477165354330709,0.526131182041389
238,Wide Interneuron,ORB,0.516666666666667,39.0872376831833,2.70806635679284,1.00281934525923,7.84711779448621,1.12612612612613
239,Wide Interneuron,ORB,0.566666666666667,126.426904193285,4.44889747371333,1.00702319891882,6.07087971274686,19.8591549295775
240,Pyramidal Cell,MOs,0.625,1.00017131037599,1.2155790240985,-0.577283378396158,2.53500660501982,2.35849056603774
241,Wide Interneuron,MOs,0.783333333333333,5.03866059383625,5.02246867450082,0.939056032590391,0.561111111111111,0
242,Narrow Interneuron,MOs,0.15,92.5783715090594,2.52854690533477,0.795345358400082,1.1180564762031,0.15970614070111
243,Wide Interneuron,MOs,0.458333333333333,101.733317073695,5.62709373348841,1.01742013784676,0,0
244,Wide Interneuron,ORB,0.691666666666667,58.0894968429574,6.5239203969086,1.07625294241703,3.2199473530272,4.08163265306122
245,Pyramidal Cell,ORB,0.675,2.74838088982699,2.60883273928899,0.41082008886347,3.78534923339012,0.237586124970302
246,Wide Interneuron,ORB,0.766666666666667,24.8546290984234,3.41758417391392,0.956767298089213,7.57499999999999,0.551267916207277
247,Narrow Interneuron,ORB,0.258333333333333,175.532413888085,2.88512259237903,0.957220720450201,2.2073204567282,9.04529715214472
248,Wide Interneuron,MOs,0.716666666666667,4.87122418477368,3.19073876722359,0.671585137624851,0,0
249,Wide Interneuron,ORB,0.6,58.5989821303532,2.7873461142117,-0.226544319634418,1.54545454545454,0
250,Wide Interneuron,MOs,0.608333333333333,120.041933728009,5.24492820387088,0.975243579109734,0.176847265996298,0.0734537975613339
251,Wide Interneuron,MOs,0.916666666666667,6.21458323790721,6.43855104395896,-0.537623784768252,0.396078431372549,1.08166576527853
252,Pyramidal Cell,MOs,0.641666666666667,2.11121714176456,2.02488282636055,1.07753340537454,0.852720450281426,0.672494956287828
253,Wide Interneuron,ORB,0.675,7.51416509941545,9.02701295530708,0.860771832856549,1.08663111610066,4.56184239570304
254,Wide Interneuron,MOs,0.583333333333333,65.3215837103892,23.4373528649461,1.01951235208893,0,0
255,Wide Interneuron,MOs,1.00833333333333,13.8089029237877,7.28751242117515,0.885225630385487,0,0
256,Pyramidal Cell,ORB,0.541666666666667,1.99352788363885,1.84935130229901,1.02024763796446,6.45015576323988,1.54035736290819
257,Wide Interneuron,MOs,0.8,33.4176314690012,49.7944935983597,0.283453285902629,0.615050021748586,1.74707700577879
258,Wide Interneuron,MOs,0.708333333333333,35.4488996149616,35.4856759120642,-0.216581884779576,0.278165074447026,0.436817472698908
259,Wide Interneuron,MOs,0.616666666666667,9.4291843541852,9.43120557871498,0.912446054870571,0.861774744027304,0.823723228995058
260,Wide Interneuron,ORB,0.708333333333333,96.54804629186,33.9794892308421,0.799063573646154,2.85134539038377,3.92498909725251
261,Pyramidal Cell,ORB,0.608333333333333,2.70544434703178,2.62968162530714,0.357674543612466,2.85395412106597,10.0729583431396
262,Pyramidal Cell,MOs,0.725,2.32418015475249,1.98844297112313,0.452244175418419,0,0
263,Wide Interneuron,MOs,0.716666666666667,5.05230263431205,4.9850960022891,0.869311435065091,0.166942148760331,1.17279124315872
264,Wide Interneuron,MOs,0.691666666666667,8.38197982108822,6.56480440688964,-0.225093265048856,3.42611524163569,3.14606741573034
265,Pyramidal Cell,ORB,0.6,2.81064421003232,2.82270008624312,0.374191105341639,4.21932114882506,0.582241630276565
266,Wide Interneuron,ORB,0.65,17.3682481716427,7.67558952182862,1.03965579786527,2.51815718157182,4.19262098706277
267,Wide Interneuron,MOs,0.625,47.7196464921832,16.3220913841479,-0.26299991999905,0.642710087965562,0.210770365686584
268,Wide Interneuron,ORB,0.741666666666667,269.575480892475,1.57106240465028,0.62946357095403,9.95073891625615,0
269,Wide Interneuron,MOs,0.816666666666667,6.61607946729871,6.59915891602072,-0.298860895924146,0,0
270,Wide Interneuron,ORB,0.466666666666667,6.75364252238895,6.69442985328331,0.811501624833312,1.30603448275862,0.735835172921266
271,Pyramidal Cell,MOs,0.608333333333333,18.5710580161158,2.33501260899567,1.08594937347258,2.93604651162791,1.52905198776758
272,Pyramidal Cell,MOs,0.616666666666667,1.43392343436861,0.955711868996078,1.06529731061257,1.6927374301676,0
273,Wide Interneuron,ORB,0.55,9.67284881057845,10.5513262249985,1.03814069905622,5.56263498920086,14.3558745749906
274,Wide Interneuron,MOs,0.658333333333333,27.0775532187156,32.1061130174495,0.208811366778759,0.850526315789474,0.385059684251059
275,Pyramidal Cell,MOs,0.675,2.49871145738689,2.55939977353078,-0.389793636079735,1.81709145427286,0
276,Narrow Interneuron,ORB,0.4,2.94996398723493,2.93361480545433,1.07367379968212,3.31779984721161,2.20669363736668
277,Wide Interneuron,MOs,0.708333333333333,8.25951343180562,4.56344141695534,0.654923627235846,1.34816462736374,1.94300518134715
278,Wide Interneuron,MOs,0.541666666666667,12.1430671355677,9.58321800826823,0.850864900111372,0.943925233644859,0
279,Wide Interneuron,ORB,0.616666666666667,499.999999826135,0.454521522519819,1.01074692232321,4.81573935518977,99.3115570528783
280,Wide Interneuron,MOs,0.65,55.5151605180977,12.9462594732969,-0.400690785519741,0.904777704047777,0
281,Wide Interneuron,MOs,0.55,4.422187162279,4.13695963452222,-0.0108007104482147,0.491392215568862,0
282,Pyramidal Cell,ORB,0.675,1.13103092202739,0.946535409983231,0.530657308591373,4.36419753086419,0.528541226215645
283,Wide Interneuron,ORB,0.641666666666667,3.2619186344566,3.18907144211085,0.58993335935988,3.99341021416804,0.65948560123104
284,Wide Interneuron,MOs,0.683333333333333,8.93565418463354,9.37305326722287,-0.0429176165385005,0.313664596273292,0.217438573602957
285,Wide Interneuron,ORB,0.608333333333333,4.57131467755855,4.57406941349218,-0.141342930243965,2.49623898560069,3.01535087719298
286,Wide Interneuron,ORB,0.7,9.03197847973418,11.0254027933337,0.978130207288673,2.94890510948905,0.253356979984799
287,Wide Interneuron,MOs,0.95,4.95784837610826,4.44234961792764,-0.190667350602929,0,0.226757369614512
288,Wide Interneuron,MOs,0.733333333333333,8.01149542877947,8.00923078640981,0.893297286948945,1.02120838471023,0.866645000541653
289,Pyramidal Cell,ORB,0.675,2.83522328808899,2.66419364843068,0.183572429310084,3.67823479005998,3.3932386577856
290,Wide Interneuron,ORB,0.716666666666667,23.6166479838222,12.3645556644463,0.0942287995310053,0,0.243961941937058
291,Wide Interneuron,MOs,0.566666666666667,24.2905608898398,31.8294347878923,0.894441992036449,0.971153846153846,0
292,Wide Interneuron,ORB,0.816666666666667,8.32155735973987,15.072189495953,0.314314429224043,0.105164514785506,0.339673913043478
293,Wide Interneuron,MOs,0.616666666666667,9.47282521494111,17.3602026379694,-0.351006119417492,0.0198350353495679,0
294,Wide Interneuron,ORB,0.791666666666667,132.648850768782,4.04086999947037,0.515955802079638,20.6941896024465,9.36883629191322
295,Wide Interneuron,ORB,0.725,3.77374040715367,3.63227750268797,0.419576806556085,5.25,0.27708506511499
296,Narrow Interneuron,MOs,0.191666666666667,8.93488162993306,10.9283047963109,0.982826397595412,0.53914590747331,1.12154773587551
297,Wide Interneuron,ORB,0.641666666666667,4.05815686350815,3.92339278324143,1.06031175073377,5.45945945945946,0
298,Narrow Interneuron,ORB,0.358333333333333,46.3576175653668,1.96328954263714,0.952007026098013,4.38552631578947,3.68467486636567
299,Wide Interneuron,ORB,0.675,15.4796962337089,3.8681818363764,0.795693036951077,0,0
300,Wide Interneuron,MOs,0.558333333333333,40.1114103641727,12.6442768234842,-0.0304104528945089,0.841666666666666,1.44717800289436
301,Wide Interneuron,MOs,0.625,7.49092974556155,8.9299905668745,-0.283922100390805,0.817152103559871,0.140646976090014
302,Pyramidal Cell,ORB,0.616666666666667,1.07479845168556,0.60587984457794,0.182670757769495,10.3705357142857,0
303,Wide Interneuron,MOs,0.741666666666667,4.99203713559484,4.27501540559781,-0.568205441459862,1.00664451827243,0
304,Wide Interneuron,ORB,0.466666666666667,8.37830111388469,9.92680593453253,0.931067095565918,1.71671388101983,0
305,Pyramidal Cell,ORB,0.566666666666667,11.1656222012753,2.03838551638654,0.511686257391881,23.6913580246913,1.28783000643915
306,Wide Interneuron,ORB,0.6,6.72422166201218,7.69592835516168,0.279095095658435,0.811027837259101,0.134625740441572
307,Wide Interneuron,MOs,0.641666666666667,7.73182379131789,10.2889391902758,0.240326459564629,1.13802816901408,0.91374269005848
308,Pyramidal Cell,ORB,0.708333333333333,2.78924972840101,2.6367714825131,0.99829910659322,4.80952380952381,0.221778664892437
309,Wide Interneuron,MOs,0.5,177.380390186729,3.66602937198677,0.915506299752401,5.38666666666667,0
310,Narrow Interneuron,ORB,0.166666666666667,36.7816502895113,0.691253677291389,0.952737829044157,7.50321774445485,41.8109187749667
311,Wide Interneuron,MOs,0.841666666666667,6.52533462990261,7.92806720585316,-0.532166049536079,0.302848575712144,1.82315405651778
312,Wide Interneuron,MOs,0.641666666666667,17.9514850775495,27.6617917923164,1.01951800426123,2.24444444444444,1.01626016260163
313,Wide Interneuron,MOs,0.733333333333333,22.1941248497154,7.02769262969617,0.971219356633134,2.6578947368421,0
314,Narrow Interneuron,ORB,0.425,3.49972969892989,0.100000000000059,1.00224948237731,14.6629441624365,1.72208239501921
315,Wide Interneuron,ORB,0.675,64.0068482801792,1.86152565346304,0.308049080878854,1.23777996900972,0.310607237148626
316,Wide Interneuron,MOs,0.858333333333333,6.54481949643152,6.82405858100093,0.273907609047992,0.483253588516747,0
317,Wide Interneuron,ORB,0.783333333333333,9.24828179782564,4.05590600112875,1.02482398350411,0.139310344827586,0
318,Wide Interneuron,MOs,0.866666666666667,6.90591299435265,10.419955888442,0.669893863535114,0.267549668874172,0
319,Wide Interneuron,MOs,0.716666666666667,4.97922320535863,4.97844785697012,0.805236855782932,3.69102990033223,0
320,Wide Interneuron,MOs,0.725,8.87554089303939,9.28074510957004,0.556350985765999,0.334437086092715,0
321,Wide Interneuron,MOs,0.791666666666667,4.07401272338562,4.06923334330026,-0.534312900907729,1.54157894736842,0
322,Pyramidal Cell,ORB,0.458333333333333,1.69906264411102,1.22643710846374,0.944704220641441,9.89308578745198,1.94990250487476
323,Wide Interneuron,ORB,0.591666666666667,37.7611202507776,8.62584640111555,0.893559873615275,0.512690355329949,0
324,Wide Interneuron,MOs,0.75,84.015000135093,7.60528936350688,0.295466009383681,0,0.577700751010976
325,Wide Interneuron,MOs,0.725,15.7114502561777,15.7148695330659,1.03294240037547,0.347876004592422,0.686718857299821
326,Wide Interneuron,MOs,0.675,13.3291923839752,16.1067539400203,0.519033618652054,1.28719620628334,1.30395097144347
327,Wide Interneuron,ORB,0.541666666666667,22.8206044756996,3.353993191,0.564885629003057,4.9521094640821,3.11822125813449
328,Pyramidal Cell,ORB,0.558333333333333,18.0944221987799,0.631150467973618,1.05360804468816,61.6575916230367,0
329,Narrow Interneuron,ORB,0.391666666666667,78.614706378451,1.81724628263297,0.995187602530559,4.7025845686051,3.42736620089639
330,Narrow Interneuron,MOs,0.341666666666667,40.7252774595044,3.43650046175385,1.06387641493891,0.853658536585366,0
331,Wide Interneuron,MOs,0.65,499.999999999989,16.7560993541268,-0.83658523275094,0.938703252932064,8.82051820544457
332,Wide Interneuron,MOs,0.591666666666667,8.80265402157907,9.41569012106637,1.05740713874945,1.22318339100346,0
333,Wide Interneuron,ORB,0.583333333333333,34.4339193232021,1.97926346858128,0.910066981678481,9.17685235262304,1.4227280810955
334,Wide Interneuron,MOs,0.775,45.1865875807296,5.95791604062105,0.483620849767642,0,0
335,Wide Interneuron,ORB,0.75,10.5197194700036,13.0049654024297,-0.235932663599007,0.850205050723073,0.579374275782155
336,Wide Interneuron,MOs,0.558333333333333,178.366305505665,1.066973873649,0.553187159145904,6.53951670220327,0.222419928825623
337,Wide Interneuron,ORB,0.691666666666667,26.9297950717145,11.8383142465888,0.911995569337532,2.67660455486542,2.21434898139947
338,Wide Interneuron,ORB,0.633333333333333,21.515302365697,7.74548134152317,1.02078205491252,9.18181818181818,2.5
339,Wide Interneuron,ORB,0.575,6.28646681592281,8.70786589186671,0.333447077932023,0.711267605633803,0
340,Pyramidal Cell,MOs,0.733333333333333,2.36095179214743,2.2610726136238,0.575191690582487,0,0
341,Wide Interneuron,ORB,0.683333333333333,5.83542679145924,5.55627876942203,0.21648832980887,2.34429400386847,0
342,Wide Interneuron,MOs,0.525,12.1097203819521,11.8096866065188,-0.091756608006682,0.684487951807229,0
343,Wide Interneuron,MOs,0.725,9.35350899984081,9.55257289465546,-0.593599079353206,0.834710743801653,0
344,Narrow Interneuron,ORB,0.258333333333333,205.266816107469,2.54636786868395,0.994471112659248,5.36572063427936,4.05342547677587
345,Wide Interneuron,MOs,0.691666666666667,10.7894388095522,8.29256329123868,-0.285330085756589,3.27213822894168,3.21478802491461
346,Wide Interneuron,MOs,0.641666666666667,5.07473152799686,5.04052627174277,-0.808149503440373,1.06036745406824,0.483091787439614
347,Wide Interneuron,MOs,0.733333333333333,5.66870329017531,5.63379850646769,0.914549491361126,0.505843071786311,0.278862242052426
348,Wide Interneuron,MOs,0.65,494.617760183538,3.50094747727575,0.50139616821683,0.204232946885953,0
349,Pyramidal Cell,MOs,0.441666666666667,1.70757878372889,1.67110241457046,1.02264392461003,7.43401015228426,0
350,Pyramidal Cell,ORB,0.658333333333333,1.00000000000002,0.457440289428155,-0.145477404351894,5.92596967907068,0
351,Narrow Interneuron,ORB,0.35,24.3526440943168,11.3666260592514,0.965932870479135,0.822313064213933,3.17520496658926
352,Wide Interneuron,MOs,0.525,37.7353782268595,41.5790218281508,0.898696974492957,0,0
353,Wide Interneuron,MOs,0.55,4.45503557143151,4.45382816726272,0.612261391574128,2.80555555555555,1.03359173126615
354,Wide Interneuron,MOs,0.708333333333333,69.1379778969501,13.5247937989681,-0.291201033489992,0.34006734006734,0
355,Pyramidal Cell,MOs,0.675,3.52602703496999,2.97847484220716,0.571375977504193,0.239336492890995,0
356,Pyramidal Cell,ORB,0.566666666666667,1.00585469378074,0.266511198842314,1.04491923218982,0,0
357,Wide Interneuron,ORB,0.591666666666667,6.20725043405743,8.01090847038101,0.29715571793056,0.882298850574712,0.257499678125402
358,Wide Interneuron,MOs,0.6,5.16210952649407,5.0360306198179,0.235243265708929,2.33436055469954,1.30676249591637
359,Wide Interneuron,MRN,0.783333333333333,146.098136737263,6.30082086150455,-0.911031624655783,0.0653045389887495,0
360,Narrow Interneuron,SCm,0.408333333333333,4.06299262872616,3.55291244061191,0.889428121294719,1.08719052744887,1.30582397492818
361,Narrow Interneuron,SCs,0.241666666666667,10.3030303616348,0.873261566522208,0.341948582605899,111.515068493151,4.92610837438424
362,Narrow Interneuron,SCm,0.208333333333333,61.4496314696457,3.0701567652581,1.00603958575096,2.79584775086505,0.702247191011236
363,Narrow Interneuron,MRN,0.15,7.09475197992413,5.62260203761625,0.88530202616072,0.382294185679739,0.829399004721194
364,Narrow Interneuron,VISp,0.383333333333333,2.56123369194913,1.54014912429999,1.08010927818968,1.5187969924812,0
365,Narrow Interneuron,MRN,0.158333333333333,20.8071549842377,3.3330012526023,1.00400651631349,0.301492537313433,0
366,Wide Interneuron,VISp,0.458333333333333,31.3105673195018,1.40708793290894,0.578926339954352,43.9130434782609,0
367,Wide Interneuron,VISp,0.466666666666667,271.67051705814,1.63348313659587,0.797791822911237,67.3333333333333,9.10746812386157
368,Narrow Interneuron,SCm,0.291666666666667,3.25888194060726,0.219997667177585,0.955744639399467,13.231179608773,36.6780193869531
369,Wide Interneuron,VISp,0.758333333333333,4.75785158418441,4.81464120714163,1.10844494782729,2.52986512524085,1.78306092124814
370,Narrow Interneuron,SCs,0.208333333333333,18.6668756330404,0.964611033208055,0.999684621619535,16.0905011219147,27.3363000635728
371,Wide Interneuron,VISp,0.508333333333333,10.8710997304461,7.03568024332415,1.12025556112478,4.71333333333333,1.75541252194266
372,Narrow Interneuron,MRN,0.208333333333333,53.6708987801939,14.6029364846376,1.01087132553089,1.82929590219606,4.63620020815593
373,Narrow Interneuron,SCs,0.2,3.47004823101379,3.42558759547384,0.991627505855668,5.84278320874066,9.28030303030303
374,Narrow Interneuron,SCs,0.283333333333333,146.873052731246,4.20279935457691,0.984220528161426,3.00595238095238,0.638977635782748
375,Narrow Interneuron,VISp,0.266666666666667,19.0661183707044,4.71698131513978,0.521048319964018,2.37239377144365,0.398446060364578
376,Narrow Interneuron,SCm,0.425,57.9117398706748,24.38202577124,1.01245144980294,0.0608006421189927,0.145698258905806
377,Wide Interneuron,VISp,0.591666666666667,10.0286608591183,5.48424127349105,1.06745677353668,0.178130511463845,0
378,Wide Interneuron,VISp,0.625,12.6660009374941,3.50087410071557,1.14712586791363,0,0
379,Narrow Interneuron,SCs,0.308333333333333,211.217265728472,2.44053677845828,-0.489992984483429,16.1014492753623,3.53982300884956
380,Narrow Interneuron,MRN,0.183333333333333,86.4264562753565,3.04798165060168,0.992521368334082,0.569516916344049,0.109229929000546
381,Narrow Interneuron,SCs,0.191666666666667,3.87824074195128,3.83906069194938,1.00622692063314,5.375653572865,7.23638869745003
382,Wide Interneuron,MRN,0.45,55.233496943642,16.7516387252198,-0.471482669678397,0.257606121333576,0
383,Narrow Interneuron,SCm,0.2,8.89966391071418,7.14869963024831,1.00000428479828,0.734259379462547,1.40532544378698
384,Narrow Interneuron,SCm,0.266666666666667,6.55446075498876,8.58084628413736,1.03007566381108,0.140556660039761,0
385,Narrow Interneuron,MRN,0.2,84.0899244028085,5.82892007341275,1.01428843471774,0.236755743084857,0
386,Narrow Interneuron,MRN,0.425,161.510359568187,4.69049396519135,-0.688453579134427,0.47005895128762,0.496709300881659
387,Narrow Interneuron,MRN,0.2,9.71565584041188,9.71166983465613,1.01625910190587,1.8438625990872,3.18598168060534
388,Wide Interneuron,VISp,0.675,7.57286460870225,3.5106488420648,1.12792531089618,0,2.29357798165138
389,Narrow Interneuron,SCm,0.25,16.5601737049154,8.31251864590768,1.02860159161744,0.0923217550274223,0.425622472866567
390,Wide Interneuron,MRN,0.441666666666667,21.5676761739187,14.0294722537683,-0.505974549163113,0.39109390125847,0.128849375080531
391,Narrow Interneuron,MRN,0.233333333333333,8.34892818373338,7.47792676436502,0.806892730813535,1.83852025836759,6.19157460240379
392,Narrow Interneuron,SCs,0.208333333333333,2.13674593888489,2.07936861358483,0.974956104244662,5.69390843738176,5.86475164572113
393,Narrow Interneuron,SCs,0.283333333333333,17.4355265372706,4.58848837297738,1.02446154186938,2.88571428571429,1.08459869848156
394,Narrow Interneuron,SCm,0.191666666666667,43.39269939926,11.2379120566976,0.994106882501009,0.879985274266782,1.07867107723285
395,Narrow Interneuron,SCm,0.225,10.6376956816289,7.54474498926274,0.800525999859181,0.952830188679246,1.57936299026059
396,Narrow Interneuron,SCs,0.233333333333333,11.8731389610011,1.51702855504814,0.917329051876193,8.67135819845179,5.65358917252013
397,Narrow Interneuron,SCm,0.141666666666667,124.201201080046,2.28347705465012,0.333593344594689,2.20233265720081,13.0861504907306
398,Wide Interneuron,VISp,0.85,61.8790244122825,13.1952127290404,1.09295968004048,0,0
399,Narrow Interneuron,MRN,0.166666666666667,12.8943326744277,7.10652763181566,0.973986125074855,0.368277119416591,0
400,Wide Interneuron,MRN,0.566666666666667,67.9231469530092,2.16962702153394,-0.864087509914804,3.60899552424976,5.26719019344953
401,Narrow Interneuron,SCs,0.258333333333333,19.5228178730157,0.678895278923116,-0.0197211490318311,11.0437978101095,3.5797274382968
402,Pyramidal Cell,VISp,0.541666666666667,2.11413799042311,2.08763752619166,0.964444426643546,1.79473039215686,1.43953934740883
403,Narrow Interneuron,MRN,0.183333333333333,66.0658492721243,3.98565082646295,0.970040790011549,0.687884741322855,0.0714285714285714
404,Narrow Interneuron,SCm,0.2,164.170335548962,10.4577059982617,1.02966779252401,0.465169833045481,0.743494423791822
405,Wide Interneuron,MRN,0.891666666666667,150.664300381344,5.98139457782042,-0.879692346357596,0.252121817274089,0
406,Narrow Interneuron,MRN,0.208333333333333,13.0957952722829,19.8595919488511,0.576132494338149,0.319752236751549,1.94131262599866
407,Narrow Interneuron,MRN,0.141666666666667,17.0367944981877,34.7990816569793,1.00826406912415,0.852320675105486,1.88679245283019
408,Narrow Interneuron,MRN,0.241666666666667,73.0257163278341,2.4920745324561,0.990829788017666,0.489815712900097,0
409,Narrow Interneuron,MRN,0.133333333333333,5.72852718139991,6.64243725124352,1.00820939270585,0.383969586567401,0.90481360839667
410,Narrow Interneuron,SCs,0.2,26.8970020746748,0.879417277570365,1.00344629177002,15.7848244620612,24.5467672068025
411,Wide Interneuron,VISp,0.691666666666667,40.0608902429903,12.0207679599184,1.06557990526514,0,0
412,Wide Interneuron,MRN,0.491666666666667,4.42582353957139,3.16106255822214,-0.242814502579469,0.51010101010101,0.555247084952804
413,Narrow Interneuron,MRN,0.375,48.5862540033831,18.6265530468271,0.125368019571518,0.129653401797176,0.723589001447178
414,Wide Interneuron,SCs,0.766666666666667,42.4376795596301,1.06439607948465,-0.860471584740381,11.8491620111732,5.85106382978723
415,Narrow Interneuron,VISp,0.4,4.7425858683032,2.78459060954612,1.0195007819609,0,0
416,Narrow Interneuron,MRN,0.15,9.07398405893602,5.80250137329768,1.01096892549413,2.32183908045977,0
417,Wide Interneuron,VISp,0.741666666666667,33.0064635774927,2.05372946711139,0.558422013705012,1.64376130198915,0
418,Narrow Interneuron,SCm,0.183333333333333,6.26430629682706,5.26363235869533,0.970222053962865,1.2296389588581,2.01041761856895
419,Narrow Interneuron,SCm,0.158333333333333,34.0575486167902,0.640569279485773,0.996564775118925,21.9292803970223,66.9837495045581
420,Wide Interneuron,SCs,0.741666666666667,49.1205873223918,1.09855444641366,-0.842332686304604,7.63349791112799,6.07251294874085
421,Narrow Interneuron,SCs,0.341666666666667,6.84493742302134,5.37520928483205,0.951545429874228,3.10769230769231,0
422,Narrow Interneuron,MRN,0.191666666666667,47.6709922733275,2.65402323354741,0.324742424191963,2.30750231552948,14.4250304754165
423,Wide Interneuron,MRN,0.666666666666667,125.384893114413,2.02789563467321,-0.843245262559844,2.99170220503157,9.66520526106018
424,Narrow Interneuron,SCs,0.375,1.39892907596164,1.09596214662067,-0.380776300617464,4.60953346855984,1.87149095446039
425,Narrow Interneuron,SCs,0.241666666666667,244.387741287647,2.627393549244,0.994616538057894,5.48876216034888,2.21703617269545
426,Narrow Interneuron,SCs,0.241666666666667,95.9287570911642,3.419088838229,0.986051343461855,7.03620405924301,2.69420745397396
427,Narrow Interneuron,MRN,0.158333333333333,5.58687861493209,4.6378116587456,0.855661354392437,0.229592891093201,0.373936617743293
428,Narrow Interneuron,VISp,0.308333333333333,19.8946728902642,1.53770205229628,0.952147201603169,8.04041641151256,16.8946932006634
429,Narrow Interneuron,MRN,0.158333333333333,4.06699151428856,4.00667317621437,0.812369537125996,4.86096256684492,1.6629711751663
430,Wide Interneuron,VISp,0.516666666666667,11.7327241303227,7.65518895214662,0.929474139217275,0,0.736377025036819
431,Wide Interneuron,VISp,0.691666666666667,5.97645798226546,4.33093288913021,-0.0248193657466427,3.40928270042194,2.93944738389183
432,Wide Interneuron,VISp,0.5,6.58354660436444,6.60135793162076,0.930555823141817,0.123187423770159,0.222841225626741
433,Narrow Interneuron,SCm,0.2,96.4154561358272,5.38000745181974,1.01267504571238,2.37396414042489,17.8610324548029
434,Narrow Interneuron,MRN,0.25,488.765161213189,2.23824336435377,0.310671142504737,2.17155695590684,0.338600451467269
435,Narrow Interneuron,VISp,0.308333333333333,9.77095919594943,0.656610508353865,0.945912277713335,37.4074074074074,4.78468899521531
436,Narrow Interneuron,MRN,0.283333333333333,53.2543617256943,3.6722411188598,1.0014815540876,0.414500683994528,0.807381776239908
437,Wide Interneuron,VISp,0.7,30.9606802382469,2.90014578079584,0.504751583487196,2.70535714285715,0
438,Wide Interneuron,MRN,0.858333333333333,5.25817509048608,3.96562624310177,-0.886460190545443,3.60714285714286,3.62976406533575
439,Narrow Interneuron,MRN,0.158333333333333,11.128711137269,3.06328695514771,0.812369273752476,0,0
440,Narrow Interneuron,SCm,0.158333333333333,12.3844949979283,7.006864964468,0.853115488860567,3.20943668753009,24.9520153550864
441,Narrow Interneuron,SCs,0.241666666666667,21.5247653484927,2.25518277040982,0.987809483989978,13.1513621725128,25.6040597428061
442,Wide Interneuron,SCm,0.433333333333333,8.37921637130838,6.19193612866017,1.01852153945113,0.530647985989492,0.285062713797035
443,Narrow Interneuron,SCm,0.225,5.30195317626328,3.77123256655957,1.02202065611065,0.0660076791111837,0.0731154492944359
444,Narrow Interneuron,VISp,0.4,7.11447732132143,5.51406498786967,0.748991899908731,0.855932203389831,1.30165961601041
445,Wide Interneuron,SCm,0.466666666666667,7.45552733966942,8.0261367090705,0.992462092498984,0.158742632612967,0
446,Narrow Interneuron,SCs,0.175,269.017713120058,1.34497404503132,0.992324508520401,4.24018277880908,2.27138060438475
447,Narrow Interneuron,SCs,0.216666666666667,72.0170977206706,0.792320654118292,-0.304848599243031,16.3188739182824,1.90410247533322
448,Pyramidal Cell,SCs,0.766666666666667,1.00007416847316,0.517311492395618,-0.860471638759335,0,0
449,Wide Interneuron,VISp,0.591666666666667,17.0473427399007,6.01204938480226,1.05886764929555,0,0
450,Wide Interneuron,VISp,0.608333333333333,17.4321116292312,6.18801596264601,0.967483316662075,1.75652173913043,0
451,Wide Interneuron,VISp,0.675,13.7987249052669,3.43092655977123,1.01021744465401,0,0.75187969924812
452,Narrow Interneuron,MRN,0.158333333333333,6.687609095882,5.34996119775151,0.934100324197842,0.284266816774557,1.10979579757325
453,Narrow Interneuron,SCs,0.275,12.6684048167419,3.03219315903304,1.02234288768582,8.17957746478874,0.683060109289617
454,Narrow Interneuron,SCs,0.25,13.2168753385778,1.1198804392289,0.779122345131151,202,0
455,Wide Interneuron,VISp,0.633333333333333,59.3281154062824,1.92929590903725,0.782707713851924,3.7551282051282,6.32054176072235
456,Narrow Interneuron,SCm,0.175,5.50468884812909,4.27131795492831,1.02005347743527,1.04599451720987,1.18085203015714
457,Narrow Interneuron,MRN,0.166666666666667,349.862542144837,1.6696379992665,0.289483382020407,1.36763058144802,3.7976400379764
458,Narrow Interneuron,MRN,0.133333333333333,5.04906904389579,7.64280679710232,1.00501744973269,0.331476110517478,1.3654673311941
459,Narrow Interneuron,MRN,0.116666666666667,55.4101249431872,19.3107166729495,0.925917810188208,0.0735258432419316,0
460,Narrow Interneuron,SCm,0.225,7.50822441922579,5.31737412500832,0.908413972680731,0.102816423481507,0.38560411311054
461,Narrow Interneuron,SCs,0.2,15.5332882172874,0.543175236363255,0.97467141021059,15.6916137654527,53.2122905027933
462,Narrow Interneuron,SCs,0.291666666666667,29.0136518482461,1.16660287647829,0.728417940849878,16.8849693251534,20.848182466144
463,Narrow Interneuron,MRN,0.2,255.861601169486,1.55826486460757,0.328522574704874,1.56141465480729,1.4278429372769
464,Wide Interneuron,VISp,0.741666666666667,7.67212499128004,8.16629824542393,1.06757116710259,2.15179760319574,3.56718192627824
465,Narrow Interneuron,MRN,0.258333333333333,16.7888541135501,6.01833744977124,0.846928741851187,0,0
466,Narrow Interneuron,SCs,0.366666666666667,18.7930213126063,10.0502878192481,0.996842890552394,0.68007279344859,0.643749195313506
467,Narrow Interneuron,MRN,0.408333333333333,8.53323957709411,3.67268829557869,0.942710959128485,NaN,8.84955752212389
468,Narrow Interneuron,SCm,0.408333333333333,15.7963266263401,8.14230337272056,0.95510948517266,0.0266842800528402,0.0710580544304697
